against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,defense,experience_growth,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,weight_kg,generation,is_legendary
1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85.0,5120.0,35.0,405.0,42.0,1059860.0,0.5,60.0,50.0,198.0,85.0,42.0,91.0,2.1,2.0,0.0
2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75.0,5120.0,70.0,490.0,80.0,1000000.0,2.0,95.0,50.0,199.0,100.0,110.0,30.0,79.5,2.0,0.0
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60.0,6400.0,35.0,435.0,60.0,800000.0,0.7,60.0,50.0,200.0,85.0,85.0,85.0,1.0,2.0,0.0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72.0,10240.0,70.0,336.0,48.0,1000000.0,0.5,48.0,50.0,201.0,72.0,48.0,48.0,5.0,2.0,0.0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33.0,5120.0,70.0,405.0,58.0,1000000.0,1.3,190.0,50.0,202.0,33.0,58.0,33.0,28.5,2.0,0.0
2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80.0,5120.0,70.0,455.0,65.0,1000000.0,1.5,70.0,50.0,203.0,90.0,65.0,85.0,41.5,2.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65.0,5120.0,70.0,290.0,90.0,1000000.0,0.6,50.0,50.0,204.0,35.0,35.0,15.0,7.2,2.0,0.0
0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90.0,5120.0,70.0,465.0,140.0,1000000.0,1.2,75.0,50.0,205.0,60.0,60.0,40.0,125.8,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,5120.0,70.0,415.0,70.0,1000000.0,1.5,100.0,50.0,206.0,65.0,65.0,45.0,14.0,2.0,0.0
0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75.0,5120.0,70.0,430.0,105.0,1059860.0,1.1,65.0,50.0,207.0,35.0,65.0,85.0,64.8,2.0,0.0
0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125.0,6400.0,70.0,610.0,230.0,1000000.0,9.2,75.0,50.0,208.0,55.0,95.0,30.0,400.0,2.0,0.0
0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80.0,5120.0,70.0,300.0,50.0,800000.0,0.6,60.0,24.6,209.0,40.0,40.0,30.0,7.8,2.0,0.0
0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120.0,5120.0,70.0,450.0,75.0,800000.0,1.4,90.0,24.6,210.0,60.0,60.0,45.0,48.7,2.0,0.0
0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95.0,5120.0,70.0,440.0,85.0,1000000.0,0.5,65.0,50.0,211.0,55.0,55.0,85.0,3.9,2.0,0.0
0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150.0,6400.0,70.0,600.0,140.0,1000000.0,1.8,70.0,50.0,212.0,65.0,100.0,75.0,118.0,2.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10.0,5120.0,70.0,505.0,230.0,1059860.0,0.6,20.0,50.0,213.0,10.0,230.0,5.0,20.5,2.0,0.0
0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185.0,6400.0,70.0,600.0,115.0,1250000.0,1.5,80.0,50.0,214.0,40.0,105.0,75.0,54.0,2.0,0.0
2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95.0,5120.0,35.0,430.0,55.0,1059860.0,0.9,55.0,50.0,215.0,35.0,75.0,115.0,28.0,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,330.0,50.0,1000000.0,0.6,60.0,50.0,216.0,50.0,50.0,40.0,8.8,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0,5120.0,70.0,500.0,75.0,1000000.0,1.8,90.0,50.0,217.0,75.0,75.0,55.0,125.8,2.0,0.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40.0,5120.0,70.0,250.0,40.0,1000000.0,0.7,40.0,50.0,218.0,70.0,40.0,20.0,35.0,2.0,0.0
0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50.0,5120.0,70.0,430.0,120.0,1000000.0,0.8,60.0,50.0,219.0,90.0,80.0,30.0,55.0,2.0,0.0
1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50.0,5120.0,70.0,250.0,40.0,1250000.0,0.4,50.0,50.0,220.0,30.0,30.0,50.0,6.5,2.0,0.0
1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100.0,5120.0,70.0,450.0,80.0,1250000.0,1.1,100.0,50.0,221.0,60.0,60.0,50.0,55.8,2.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55.0,5120.0,70.0,410.0,95.0,800000.0,0.6,65.0,24.6,222.0,65.0,95.0,35.0,5.0,2.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,300.0,35.0,1000000.0,0.6,35.0,50.0,223.0,65.0,35.0,65.0,12.0,2.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105.0,5120.0,70.0,480.0,75.0,1000000.0,0.9,75.0,50.0,224.0,105.0,75.0,45.0,28.5,2.0,0.0
0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55.0,5120.0,70.0,330.0,45.0,800000.0,0.9,45.0,50.0,225.0,65.0,45.0,75.0,16.0,2.0,0.0
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40.0,6400.0,70.0,485.0,70.0,1250000.0,2.1,85.0,50.0,226.0,80.0,140.0,70.0,220.0,2.0,0.0
0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80.0,6400.0,70.0,465.0,140.0,1250000.0,1.7,65.0,50.0,227.0,40.0,70.0,70.0,50.5,2.0,0.0
1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60.0,5120.0,35.0,330.0,30.0,1250000.0,0.6,45.0,50.0,228.0,80.0,50.0,65.0,10.8,2.0,0.0
1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90.0,5120.0,35.0,600.0,90.0,1250000.0,1.4,75.0,50.0,229.0,140.0,90.0,115.0,35.0,2.0,0.0
1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95.0,5120.0,70.0,540.0,95.0,1000000.0,1.8,75.0,50.0,230.0,95.0,95.0,85.0,152.0,2.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60.0,5120.0,70.0,330.0,60.0,1000000.0,0.5,90.0,50.0,231.0,40.0,40.0,40.0,33.5,2.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120.0,5120.0,70.0,500.0,120.0,1000000.0,1.1,90.0,50.0,232.0,60.0,60.0,50.0,120.0,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,515.0,90.0,1000000.0,0.6,85.0,50.0,233.0,105.0,95.0,60.0,32.5,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.0,5120.0,70.0,465.0,62.0,1250000.0,1.4,73.0,50.0,234.0,85.0,65.0,85.0,71.2,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,5120.0,70.0,250.0,35.0,800000.0,1.2,55.0,50.0,235.0,20.0,45.0,75.0,58.0,2.0,0.0
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35.0,6400.0,70.0,210.0,35.0,1000000.0,0.7,35.0,100.0,236.0,35.0,35.0,35.0,21.0,2.0,0.0
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95.0,6400.0,70.0,455.0,95.0,1000000.0,1.4,50.0,100.0,237.0,35.0,110.0,70.0,48.0,2.0,0.0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30.0,6400.0,70.0,305.0,15.0,1000000.0,0.4,45.0,0.0,238.0,85.0,65.0,65.0,6.0,2.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63.0,6400.0,70.0,360.0,37.0,1000000.0,0.6,45.0,75.4,239.0,65.0,55.0,95.0,23.5,2.0,0.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75.0,6400.0,70.0,365.0,37.0,1000000.0,0.7,45.0,75.4,240.0,70.0,55.0,83.0,21.4,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,490.0,105.0,1250000.0,1.2,95.0,0.0,241.0,40.0,70.0,100.0,75.5,2.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10240.0,140.0,540.0,10.0,800000.0,1.5,255.0,0.0,242.0,75.0,135.0,55.0,46.8,2.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85.0,20480.0,35.0,580.0,75.0,1250000.0,1.9,90.0,50.0,243.0,115.0,100.0,115.0,178.0,2.0,1.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115.0,20480.0,35.0,580.0,85.0,1250000.0,2.1,115.0,50.0,244.0,90.0,75.0,100.0,198.0,2.0,1.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75.0,20480.0,35.0,580.0,115.0,1250000.0,2.0,100.0,50.0,245.0,90.0,115.0,85.0,187.0,2.0,1.0
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64.0,10240.0,35.0,300.0,50.0,1250000.0,0.6,50.0,50.0,246.0,45.0,50.0,41.0,72.0,2.0,0.0
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84.0,10240.0,35.0,410.0,70.0,1250000.0,1.2,70.0,50.0,247.0,65.0,70.0,51.0,152.0,2.0,0.0
2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164.0,10240.0,35.0,700.0,150.0,1250000.0,2.0,100.0,50.0,248.0,95.0,120.0,71.0,202.0,2.0,0.0
1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90.0,30720.0,0.0,680.0,130.0,1250000.0,5.2,106.0,50.0,249.0,90.0,154.0,110.0,216.0,2.0,1.0
0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130.0,30720.0,0.0,680.0,90.0,1250000.0,3.8,106.0,50.0,250.0,110.0,154.0,90.0,199.0,2.0,1.0
4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100.0,30720.0,100.0,600.0,100.0,1059860.0,0.6,100.0,50.0,251.0,100.0,100.0,100.0,5.0,2.0,1.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45.0,5120.0,70.0,310.0,35.0,1059860.0,0.5,40.0,88.1,252.0,65.0,55.0,70.0,5.0,3.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65.0,5120.0,70.0,405.0,45.0,1059860.0,0.9,50.0,88.1,253.0,85.0,65.0,95.0,21.6,3.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110.0,5120.0,70.0,630.0,75.0,1059860.0,1.7,70.0,88.1,254.0,145.0,85.0,145.0,52.2,3.0,0.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60.0,5120.0,70.0,310.0,40.0,1059860.0,0.4,45.0,88.1,255.0,70.0,50.0,45.0,2.5,3.0,0.0
0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85.0,5120.0,70.0,405.0,60.0,1059860.0,0.9,60.0,88.1,256.0,85.0,60.0,55.0,19.5,3.0,0.0
0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160.0,5120.0,70.0,630.0,80.0,1059860.0,1.9,80.0,88.1,257.0,130.0,80.0,100.0,52.0,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70.0,5120.0,70.0,310.0,50.0,1059860.0,0.4,50.0,88.1,258.0,50.0,50.0,40.0,7.6,3.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85.0,5120.0,70.0,405.0,70.0,1059860.0,0.7,70.0,88.1,259.0,60.0,70.0,50.0,28.0,3.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150.0,5120.0,70.0,635.0,110.0,1059860.0,1.5,100.0,88.1,260.0,95.0,110.0,70.0,81.9,3.0,0.0
2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55.0,3840.0,70.0,220.0,35.0,1000000.0,0.5,35.0,50.0,261.0,30.0,30.0,35.0,13.6,3.0,0.0
2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90.0,3840.0,70.0,420.0,70.0,1000000.0,1.0,70.0,50.0,262.0,60.0,60.0,70.0,37.0,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,3840.0,70.0,240.0,41.0,1000000.0,0.4,38.0,50.0,263.0,30.0,41.0,60.0,17.5,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,3840.0,70.0,420.0,61.0,1000000.0,0.5,78.0,50.0,264.0,50.0,61.0,100.0,32.5,3.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45.0,3840.0,70.0,195.0,35.0,1000000.0,0.3,45.0,50.0,265.0,20.0,30.0,20.0,3.6,3.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35.0,3840.0,70.0,205.0,55.0,1000000.0,0.6,50.0,50.0,266.0,25.0,25.0,15.0,10.0,3.0,0.0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70.0,3840.0,70.0,395.0,50.0,1000000.0,1.0,60.0,50.0,267.0,100.0,50.0,65.0,28.4,3.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35.0,3840.0,70.0,205.0,55.0,1000000.0,0.7,50.0,50.0,268.0,25.0,25.0,15.0,11.5,3.0,0.0
0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50.0,3840.0,70.0,385.0,70.0,1000000.0,1.2,60.0,50.0,269.0,50.0,90.0,65.0,31.6,3.0,0.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30.0,3840.0,70.0,220.0,30.0,1059860.0,0.5,40.0,50.0,270.0,40.0,50.0,30.0,2.6,3.0,0.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50.0,3840.0,70.0,340.0,50.0,1059860.0,1.2,60.0,50.0,271.0,60.0,70.0,50.0,32.5,3.0,0.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70.0,3840.0,70.0,480.0,70.0,1059860.0,1.5,80.0,50.0,272.0,90.0,100.0,70.0,55.0,3.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40.0,3840.0,70.0,220.0,50.0,1059860.0,0.5,40.0,50.0,273.0,30.0,30.0,30.0,4.0,3.0,0.0
4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70.0,3840.0,70.0,340.0,40.0,1059860.0,1.0,70.0,50.0,274.0,60.0,40.0,60.0,28.0,3.0,0.0
4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100.0,3840.0,70.0,480.0,60.0,1059860.0,1.3,90.0,50.0,275.0,90.0,60.0,80.0,59.6,3.0,0.0
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55.0,3840.0,70.0,270.0,30.0,1059860.0,0.3,40.0,50.0,276.0,30.0,30.0,85.0,2.3,3.0,0.0
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,3840.0,70.0,455.0,60.0,1059860.0,0.7,60.0,50.0,277.0,75.0,50.0,125.0,19.8,3.0,0.0
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30.0,5120.0,70.0,270.0,30.0,1000000.0,0.6,40.0,50.0,278.0,55.0,30.0,85.0,9.5,3.0,0.0
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50.0,5120.0,70.0,440.0,100.0,1000000.0,1.2,60.0,50.0,279.0,95.0,70.0,65.0,28.0,3.0,0.0
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25.0,5120.0,35.0,198.0,25.0,1250000.0,0.4,28.0,50.0,280.0,45.0,35.0,40.0,6.6,3.0,0.0
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35.0,5120.0,35.0,278.0,35.0,1250000.0,0.8,38.0,50.0,281.0,65.0,55.0,50.0,20.2,3.0,0.0
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85.0,5120.0,35.0,618.0,65.0,1250000.0,1.6,68.0,50.0,282.0,165.0,135.0,100.0,48.4,3.0,0.0
1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30.0,3840.0,70.0,269.0,32.0,1000000.0,0.5,40.0,50.0,283.0,50.0,52.0,65.0,1.7,3.0,0.0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60.0,3840.0,70.0,454.0,62.0,1000000.0,0.8,70.0,50.0,284.0,100.0,82.0,80.0,3.6,3.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40.0,3840.0,70.0,295.0,60.0,1640000.0,0.4,60.0,50.0,285.0,40.0,60.0,35.0,4.5,3.0,0.0
1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130.0,3840.0,70.0,460.0,80.0,1640000.0,1.2,60.0,50.0,286.0,60.0,60.0,70.0,39.2,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,3840.0,70.0,280.0,60.0,1250000.0,0.8,60.0,50.0,287.0,35.0,35.0,30.0,24.0,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,3840.0,70.0,440.0,80.0,1250000.0,1.4,80.0,50.0,288.0,55.0,55.0,90.0,46.5,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0,3840.0,70.0,670.0,100.0,1250000.0,2.0,150.0,50.0,289.0,95.0,65.0,100.0,130.5,3.0,0.0
1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45.0,3840.0,70.0,266.0,90.0,600000.0,0.5,31.0,50.0,290.0,30.0,30.0,40.0,5.5,3.0,0.0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90.0,3840.0,70.0,456.0,45.0,600000.0,0.8,61.0,50.0,291.0,50.0,50.0,160.0,12.0,3.0,0.0
0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90.0,3840.0,70.0,236.0,45.0,600000.0,0.8,1.0,50.0,292.0,30.0,30.0,40.0,1.2,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,5120.0,70.0,240.0,23.0,1059860.0,0.6,64.0,50.0,293.0,51.0,23.0,28.0,16.3,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,5120.0,70.0,360.0,43.0,1059860.0,1.0,84.0,50.0,294.0,71.0,43.0,48.0,40.5,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,5120.0,70.0,490.0,63.0,1059860.0,1.5,104.0,50.0,295.0,91.0,73.0,68.0,84.0,3.0,0.0
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60.0,5120.0,70.0,237.0,30.0,1640000.0,1.0,72.0,75.4,296.0,20.0,30.0,25.0,86.4,3.0,0.0
